p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	cluster
IRS1	1.70115269054411e-40	0.301782317004726	0.618	0.141	1.68567220106016e-35	IRS1	AER
AMEX60DD201032400.1	1.75553498482462e-40	0.254634725351916	0.408	0.066	1.73955961646272e-35	AMEX60DD201032400.1	AER
COMMD7	2.2375667616499e-40	0.254732621909026	0.58	0.124	2.21720490411888e-35	COMMD7	AER
CALU.1	2.75158758599288e-40	-0.749015324887431	0	0.613	2.72654813896034e-35	CALU.1	AEC
ZNF593	2.87519978329243e-40	0.445994675096271	0.879	0.319	2.84903546526447e-35	ZNF593	AER
COL20A1	9.2682880917831e-40	0.27026868165387	0.586	0.13	9.18394667014788e-35	COL20A1	AER
GPX1	1.98441665976219e-39	-0.618954152949146	0.669	0.826	1.96635846815835e-34	GPX1	AEC
SEPTIN2	2.90589928208005e-39	0.463168414084566	0.936	0.357	2.87945559861312e-34	SEPTIN2	AER
SYNPO	2.93837191616749e-39	0.295178349859495	0.541	0.119	2.91163273173036e-34	SYNPO	AER
AMEX60DDU001041143.1	3.54047003307882e-39	-0.782695182208052	0	0.602	3.50825175577781e-34	AMEX60DDU001041143.1	AEC
AMEX60DDU001007352.3	4.07472059712497e-39	-0.686984879911037	0	0.601	4.03764063969114e-34	AMEX60DDU001007352.3	AEC
LOC109300650	5.44447179796752e-39	0.266142774418735	1	0.956	5.39492710460602e-34	LOC109300650	AER
SOCS1	6.30341571653208e-39	0.51355965275207	0.777	0.274	6.24605463351164e-34	SOCS1	AER
LGALS3	1.39599899274884e-38	-0.44421776315328	0.904	0.913	1.38329540191483e-33	LGALS3	AEC
PTPRS	1.42441709184575e-38	0.264473381972479	0.631	0.147	1.41145489630996e-33	PTPRS	AER
RNF227	1.992670264676e-38	0.572237779885276	0.981	0.637	1.97453696526745e-33	RNF227	AER
COL4A6	2.47350168959624e-38	0.48486432285438	0.885	0.357	2.45099282422091e-33	COL4A6	AER
BMPR2	3.75490342146327e-38	0.374226674803318	0.726	0.213	3.72073380032795e-33	BMPR2	AER
AMEX60DDU001008770.16	7.54118009731404e-38	-0.710718029582056	0	0.589	7.47255535842849e-33	AMEX60DDU001008770.16	AEC
COX6B1.1	7.82763078300701e-38	-0.75387856712791	0.057	0.618	7.75639934288165e-33	COX6B1.1	AEC
MYH14	8.848981011337e-38	-0.823635795524422	0.255	0.705	8.76845528413384e-33	MYH14	AEC
FKBP9	9.22249975023228e-38	0.47457050380008	0.898	0.38	9.13857500250516e-33	FKBP9	AER
SH3BGRL.L	1.53130815082344e-37	0.339973059466794	0.752	0.215	1.51737324665095e-32	SH3BGRL.L	AER
AMEX60DD301006559.2	1.84289473092812e-37	0.455302759795767	0.879	0.363	1.82612438887667e-32	AMEX60DD301006559.2	AER
SARS1	1.86458781114853e-37	0.473591047888543	0.943	0.486	1.84762006206708e-32	SARS1	AER
KARS1	1.96703235739166e-37	-0.671593668697471	0	0.584	1.94913236293939e-32	KARS1	AEC
ATP5MPL	2.13233020801812e-37	-0.554820400969089	0.815	0.853	2.11292600312515e-32	ATP5MPL	AEC
PKP1	2.66483571674984e-37	-0.636681519999486	0.605	0.798	2.64058571172741e-32	PKP1	AEC
CCN1	3.26380442276494e-37	0.626720228912943	0.892	0.406	3.23410380251777e-32	CCN1	AER
PCSK5.1	3.8078940529964e-37	0.493208354209698	0.854	0.32	3.77324221711414e-32	PCSK5.1	AER
PDLIM2	3.84261146473491e-37	0.29239071692035	0.65	0.165	3.80764370040582e-32	PDLIM2	AER
ATP5F1E.1	4.10323231966426e-37	0.347295318940224	1	0.863	4.06589290555531e-32	ATP5F1E.1	AER
BTG1	4.50626722733563e-37	0.37789171255962	0.777	0.242	4.46526019556687e-32	BTG1	AER
ATF3	6.67933449104505e-37	-0.856861704380097	0	0.579	6.61855254717654e-32	ATF3	AEC
AMEX60DD201007017.1	9.63200885553867e-37	0.267446167068964	0.605	0.146	9.54435757495327e-32	AMEX60DD201007017.1	AER
MRPS18A	1.85867611142346e-36	0.305704874614066	0.707	0.194	1.84176215880951e-31	MRPS18A	AER
MFAP2	1.89459509477354e-36	0.434418273918033	0.994	0.773	1.8773542794111e-31	MFAP2	AER
CCND1	2.17964011851663e-36	0.479837209646588	0.936	0.424	2.15980539343813e-31	CCND1	AER
RPL17.1	2.75908606323333e-36	0.255754031674968	1	0.973	2.73397838005791e-31	RPL17.1	AER
ALDOB	3.47454170364208e-36	0.47116171240485	0.917	0.452	3.44292337413894e-31	ALDOB	AER
RPS16.2	4.19340563206498e-36	0.417492601651546	0.822	0.298	4.15524564081319e-31	RPS16.2	AER
CA5B	4.53767732506102e-36	-0.67457783633014	0.529	0.774	4.49638446140297e-31	CA5B	AEC
PHLDB1	5.27249457892777e-36	0.282532594680788	0.669	0.17	5.22451487825953e-31	PHLDB1	AER
AMEX60DDU001020229.1	5.70743485873338e-36	-0.681009592835785	0	0.569	5.65549720151891e-31	AMEX60DDU001020229.1	AEC
OSTC	6.51981922606275e-36	0.386302891283432	1	0.808	6.46048887110557e-31	OSTC	AER
RPS21	6.96442951719031e-36	0.427204807788291	0.873	0.358	6.90105320858388e-31	RPS21	AER
SUPT4H1	9.22184665975455e-36	0.459333637871501	0.936	0.423	9.13792785515078e-31	SUPT4H1	AER
ND5.4	9.70417436745961e-36	-0.697640540824449	0	0.567	9.61586638071572e-31	ND5.4	AEC
ANXA2	1.30123334954017e-35	-0.285367030498917	0.987	0.99	1.28939212605936e-30	ANXA2	AEC
EFEMP2	1.44880900298571e-35	0.290512237431371	0.586	0.144	1.43562484105854e-30	EFEMP2	AER
BTG2	1.62591387798385e-35	0.458097414595832	0.987	0.742	1.6111180616942e-30	BTG2	AER
CALU	1.68050325415323e-35	0.466579831681311	0.936	0.429	1.66521067454044e-30	CALU	AER
ILF2	2.7554497158591e-35	0.326381466809328	0.994	0.886	2.73037512344479e-30	ILF2	AER
LOC115401458.6	3.03411976391123e-35	0.276609247312368	0.643	0.164	3.00650927405964e-30	LOC115401458.6	AER
EMP1	3.40725145680309e-35	-0.732162414888334	0.057	0.598	3.37624546854618e-30	EMP1	AEC
NUDT5	3.6230390723435e-35	-0.665568389346016	0	0.561	3.59006941678517e-30	NUDT5	AEC
PIM1	6.08921778867023e-35	0.280014301778101	0.605	0.153	6.03380590679333e-30	PIM1	AER
NPNT	6.49566116698086e-35	0.44119283279328	0.911	0.355	6.43655065036134e-30	NPNT	AER
AMEX60DD301051013.1	7.1511494397636e-35	0.525414312933875	0.93	0.518	7.08607397986175e-30	AMEX60DD301051013.1	AER
CTNNB1	9.99214999062751e-35	-0.33730861765397	0.987	0.981	9.9012214257128e-30	CTNNB1	AEC
ERRFI1	1.189108596882e-34	0.369283819703036	0.745	0.23	1.17828770865037e-29	ERRFI1	AER
AMEX60DD102007289.1	1.31397672624608e-34	0.32689214516796	0.643	0.177	1.30201953803724e-29	AMEX60DD102007289.1	AER
PLAU	1.6313713451844e-34	0.560606456666714	0.924	0.551	1.61652586594322e-29	PLAU	AER
TSPEAR	1.66251092333657e-34	0.294878450031377	0.28	0.038	1.64738207393421e-29	TSPEAR	AER
NPC2	3.7551451760888e-34	-0.551517025721616	0.656	0.811	3.7209733549864e-29	NPC2	AEC
LAMC1	6.80113475967042e-34	0.463604485379979	0.866	0.327	6.73924443335741e-29	LAMC1	AER
CSRNP3	9.42699758190788e-34	0.498184556441232	0.936	0.538	9.34121190391252e-29	CSRNP3	AER
RBM4B	9.52502134173739e-34	0.286806147955921	1	0.932	9.43834364752757e-29	RBM4B	AER
COQ10B	9.98449576990948e-34	0.48366550877442	0.968	0.59	9.8936368584033e-29	COQ10B	AER
CENPW	1.00419053113109e-33	0.278771846374527	0.58	0.15	9.95052397297799e-29	CENPW	AER
CDK2AP1	1.04286838888364e-33	0.288496917133627	0.656	0.177	1.0333782865448e-28	CDK2AP1	AER
GPX8	1.06810229472149e-33	0.456747838727929	0.968	0.462	1.05838256383952e-28	GPX8	AER
H2AZ2.1	2.06434471288116e-33	-0.262738685085161	0.987	0.983	2.04555917599394e-28	H2AZ2.1	AEC
SLC20A1	3.10852492619248e-33	0.462783980552849	0.981	0.732	3.08023734936413e-28	SLC20A1	AER
LOC114595149.309	4.78081551621931e-33	-0.669025969049433	0	0.538	4.73731009502172e-28	LOC114595149.309	AEC
AMEX60DD201026820.2	6.41406251179141e-33	0.257324387108151	0.465	0.103	6.35569454293411e-28	AMEX60DD201026820.2	AER
H2AC20.10	6.58712911791805e-33	0.677752918362896	0.949	0.476	6.527186242945e-28	H2AC20.10	AER
MCTS1	6.97179820766452e-33	-0.642231715194631	0	0.536	6.90835484397478e-28	MCTS1	AEC
LOC108804380	1.16844767276596e-32	0.268427851518963	0.554	0.139	1.15781479894379e-27	LOC108804380	AER
LAMB3	1.39148199577827e-32	-0.771318201920354	0.65	0.794	1.37881950961669e-27	LAMB3	AEC
CD81	1.43814616466806e-32	0.29487433323052	0.637	0.176	1.42505903456958e-27	CD81	AER
IL1B	1.86751174948984e-32	0.470243474129943	0.981	0.732	1.85051739256948e-27	IL1B	AER
AMEX60DD201042523.1	1.91337736470244e-32	-0.281221888439858	1	0.984	1.89596563068365e-27	AMEX60DD201042523.1	AEC
AMEX60DD102046915.2	1.93934556535611e-32	-0.763027584800496	0.032	0.551	1.92169752071137e-27	AMEX60DD102046915.2	AEC
BMP2.2	2.00682475568251e-32	0.371050018117333	0.535	0.144	1.9885626504058e-27	BMP2.2	AER
LOC115074915	2.22944708245374e-32	0.357807226774823	1	0.868	2.20915911400341e-27	LOC115074915	AER
WSB1.1	2.75243402610041e-32	-0.628292785521733	0	0.53	2.7273868764629e-27	WSB1.1	AEC
FAM110C	3.89748342378268e-32	0.335547462645132	0.662	0.199	3.86201632462625e-27	FAM110C	AER
H3C14.8	4.24057893557864e-32	0.299726268767332	0.363	0.069	4.20198966726487e-27	H3C14.8	AER
SERPINH1.1	4.51731849999919e-32	-0.650838626665206	0	0.527	4.4762109016492e-27	SERPINH1.1	AEC
LOC102935661	5.10282635414718e-32	0.361591025875528	0.739	0.241	5.05639063432444e-27	LOC102935661	AER
EIF1	9.47149495567245e-32	0.328553657032324	0.987	0.889	9.38530435157583e-27	EIF1	AER
MRPS6.1	9.88678679870996e-32	0.300586279746382	0.675	0.199	9.7968170388417e-27	MRPS6.1	AER
CSNK1A1	1.05191465244062e-31	-0.344189512940414	0.943	0.951	1.04234222910341e-26	CSNK1A1	AEC
AMEX60DD201006582.1	1.73866678625827e-31	0.303404363467598	0.694	0.209	1.72284491850332e-26	AMEX60DD201006582.1	AER
ARF1.1	7.6235511163815e-31	-0.372342939664969	0.917	0.923	7.55417680122243e-26	ARF1.1	AEC
EIF3M.1	9.53624409901825e-31	-0.605345419644144	0	0.512	9.44946427771718e-26	EIF3M.1	AEC
C3ORF70	1.06617319494179e-30	0.307602805201616	0.631	0.186	1.05647101886782e-25	C3ORF70	AER
FABP2	1.07556686955876e-30	-0.699108627318701	0	0.512	1.06577921104577e-25	FABP2	AEC
RPL37A.5	1.11140255447618e-30	0.27472180824253	1	0.954	1.10128879123044e-25	RPL37A.5	AER
BTF3	1.40564718301854e-30	0.402051358471763	0.987	0.73	1.39285579365307e-25	BTF3	AER
CDV3	1.54200763318219e-30	-0.580027825947476	0	0.51	1.52797536372023e-25	CDV3	AEC
AMEX60DD201040402.1	2.23545279763345e-30	0.42839738882378	0.873	0.403	2.21511017717499e-25	AMEX60DD201040402.1	AER
CDH1	2.5598488659419e-30	-0.518679175543683	0.745	0.841	2.53655424126183e-25	CDH1	AEC
AMEX60DD201051981.3	4.16076719463311e-30	-1.00198945064313	0.433	0.7	4.12290421316195e-25	AMEX60DD201051981.3	AEC
AMEX60DD301037429.30	4.82552463341751e-30	0.260086118511621	0.586	0.157	4.78161235925341e-25	AMEX60DD301037429.30	AER
RPL21.1	5.75203538661158e-30	-0.837609450466287	0.019	0.516	5.69969186459342e-25	RPL21.1	AEC
MSN	8.2812110219466e-30	-0.520584373080278	0.713	0.798	8.20585200164688e-25	MSN	AEC
PRDM1.1	9.94820779700363e-30	0.250349432020163	0.446	0.104	9.85767910605089e-25	PRDM1.1	AER
MARCKS	1.49475551290769e-29	-0.639526400015247	0.032	0.52	1.48115323774023e-24	MARCKS	AEC
SEC61B	1.69005623433421e-29	0.336476265721987	1	0.862	1.67467672260177e-24	SEC61B	AER
RPS3A	1.88819965969574e-29	0.25111629807043	1	0.951	1.87101704279251e-24	RPS3A	AER
C1ORF21	2.23278421885755e-29	0.283148103141725	0.662	0.201	2.21246588246595e-24	C1ORF21	AER
SPEN.22	2.72777094525096e-29	0.29654648827466	0.72	0.228	2.70294822964918e-24	SPEN.22	AER
AREG	3.45827695549839e-29	0.525765530042648	0.987	0.726	3.42680663520336e-24	AREG	AER
SAT1.1	3.67698372170161e-29	0.425598965515092	0.987	0.769	3.64352316983413e-24	SAT1.1	AER
HCG23722	4.45927570169072e-29	-0.583550287890563	0.325	0.673	4.41869629280534e-24	HCG23722	AEC
IFITM1	4.77461138459822e-29	-0.377329536944547	0.892	0.892	4.73116242099838e-24	IFITM1	AEC
PGK	5.17085306348508e-29	-0.428667913826762	0.764	0.824	5.12379830060737e-24	PGK	AEC
JUNB	5.68986236294403e-29	0.335416505849664	1	0.897	5.63808461544124e-24	JUNB	AER
KPNA6	7.22128343927529e-29	0.298391902052467	0.72	0.231	7.15556975997788e-24	KPNA6	AER
BANF1.3	7.64197029521741e-29	-0.402823562303047	0.834	0.854	7.57242836553094e-24	BANF1.3	AEC
TMED2	8.02301552857368e-29	-0.34234109208806	0.936	0.933	7.95000608726366e-24	TMED2	AEC
AMEX60DD301031837.1	1.03998852083566e-28	-0.611253160843898	0.032	0.511	1.03052462529606e-23	AMEX60DD301031837.1	AEC
UGCG.1	1.05650824186617e-28	0.280974648632274	0.637	0.187	1.04689401686519e-23	UGCG.1	AER
ARHGDIB	1.1208252953314e-28	0.355310684771696	0.994	0.785	1.11062578514388e-23	ARHGDIB	AER
AMEX60DD301009163.2	1.42722181975074e-28	-0.558987859133381	0.038	0.516	1.41423410119101e-23	AMEX60DD301009163.2	AEC
IGF1R	2.12077474686426e-28	0.332700303909355	0.745	0.25	2.1014756966678e-23	IGF1R	AER
KRT15.1	2.6177446104747e-28	0.349008919889269	0.994	0.957	2.59392313451938e-23	KRT15.1	AER
PPP2CB	2.9954063060429e-28	-0.563826345449781	0	0.483	2.96814810865791e-23	PPP2CB	AEC
LOC100028243	3.96519404423192e-28	0.386905442958751	0.834	0.348	3.92911077842941e-23	LOC100028243	AER
H3-3A.2	3.97284739988986e-28	0.265287003991388	1	0.938	3.93669448855086e-23	H3-3A.2	AER
TIMM9.1	4.2187677439156e-28	-0.569520343001594	0	0.481	4.18037695744596e-23	TIMM9.1	AEC
BRIX1	4.22053898267279e-28	0.372353507621946	0.866	0.358	4.18213207793047e-23	BRIX1	AER
AMEX60DDU001039568.1	4.72778511020841e-28	-0.573848630490963	0	0.48	4.68476226570551e-23	AMEX60DDU001039568.1	AEC
AMEX60DD201041315.1	6.81369083032832e-28	0.500800264214754	0.936	0.458	6.75168624377233e-23	AMEX60DD201041315.1	AER
HSD17B10	8.32296336530389e-28	0.324323204633276	0.815	0.294	8.24722439867962e-23	HSD17B10	AER
ARHGDIA	1.01118566494189e-27	-0.374359472904501	0.847	0.891	1.00198387539091e-22	ARHGDIA	AEC
B2M	1.17062286002554e-27	-0.648423153192062	0.382	0.738	1.1599701919993e-22	B2M	AEC
RPS2.8	1.17100396428206e-27	-1.00400911702467	0	0.476	1.1603478282071e-22	RPS2.8	AEC
LOC115079610	1.37237440263794e-27	0.490227308365139	0.987	0.782	1.35988579557394e-22	LOC115079610	AER
ECM2	1.75919723727285e-27	0.440836925469417	0.885	0.504	1.74318854241367e-22	ECM2	AER
TKT.1	2.03494045967123e-27	0.391784412221597	0.975	0.645	2.01642250148823e-22	TKT.1	AER
CAVIN1	2.14817871421212e-27	0.407550996644424	0.898	0.461	2.12863028791279e-22	CAVIN1	AER
PFDN2	2.23096195176578e-27	-0.542636816113279	0.006	0.477	2.21066019800472e-22	PFDN2	AEC
KRT17	2.31610298600102e-27	-0.310815855472405	0.968	0.991	2.29502644882841e-22	KRT17	AEC
AGRN	2.50461278459698e-27	0.394383404942901	0.866	0.367	2.48182080825715e-22	AGRN	AER
AMEX60DD102027038.7	3.00791150446577e-27	0.323774892185045	0.79	0.279	2.98053950977513e-22	AMEX60DD102027038.7	AER
DAAM1.1	6.0814296078341e-27	0.396084726005772	0.854	0.366	6.02608859840281e-22	DAAM1.1	AER
MGST3.1	1.04062163506616e-26	-0.292319744160943	0.981	0.934	1.03115197818706e-21	MGST3.1	AEC
LOC115094052	1.06230311306754e-26	-0.592867562052787	0.197	0.584	1.05263615473862e-21	LOC115094052	AEC
OAZ1	1.19342441916543e-26	-0.344262237697981	0.904	0.9	1.18256425695102e-21	OAZ1	AEC
BCAM	1.33751325236544e-26	0.425970981972176	0.936	0.529	1.32534188176891e-21	BCAM	AER
CSRP1	1.39540415387207e-26	0.254108526900789	0.656	0.203	1.38270597607184e-21	CSRP1	AER
LOC115035337	1.77105393400731e-26	0.447467575375801	0.936	0.501	1.75493734320784e-21	LOC115035337	AER
PIM3.1	2.82626097152887e-26	0.376443855309254	0.873	0.382	2.80054199668796e-21	PIM3.1	AER
FHL2.1	3.61968082619766e-26	-0.578728646912329	0.204	0.587	3.58674173067927e-21	FHL2.1	AEC
CDK2AP2	4.51772955661266e-26	0.263911475433653	0.713	0.229	4.47661821764749e-21	CDK2AP2	AER
PABPN1	5.96930833087405e-26	0.390180208909662	0.936	0.526	5.91498762506309e-21	PABPN1	AER
CALR.1	6.42728127581524e-26	-0.361101123236875	0.873	0.899	6.36879301620532e-21	CALR.1	AEC
HBD	9.74606630207619e-26	-0.830406761796571	0	0.452	9.6573770987273e-21	HBD	AEC
FKBP11	1.37883207018894e-25	0.390991970909905	0.975	0.531	1.36628469835022e-20	FKBP11	AER
DCDC2	1.5011403031968e-25	-0.545630266923194	0	0.449	1.48747992643771e-20	DCDC2	AEC
HSP90B1	1.8161313876684e-25	-0.364865650568332	0.949	0.918	1.79960459204061e-20	HSP90B1	AEC
CADM1	1.81929244410974e-25	0.257823170942345	0.713	0.235	1.80273688286835e-20	CADM1	AER
COL16A1	2.23850529132903e-25	0.297791805059838	0.777	0.281	2.21813489317793e-20	COL16A1	AER
AMEX60DDU001012519.1	2.30791255356132e-25	-0.494053562140159	0	0.447	2.28691054932391e-20	AMEX60DDU001012519.1	AEC
AMEX60DD201054851.3	2.53860726111065e-25	0.25425470609374	0.65	0.205	2.51550593503455e-20	AMEX60DD201054851.3	AER
AMEX60DDU001033882.3	1.13946472340848e-24	-0.487191303682419	0	0.438	1.12909559442546e-19	AMEX60DDU001033882.3	AEC
ENO3	1.51138582373025e-24	0.378063792005746	0.924	0.442	1.4976322127343e-19	ENO3	AER
HBG1	1.62488026156664e-24	-0.730670937083565	0.006	0.442	1.61009385118638e-19	HBG1	AEC
SRSF2	2.27378818767973e-24	0.372404895098381	0.981	0.655	2.25309671517185e-19	SRSF2	AER
NDRG1	2.35959030809567e-24	-0.566682630226831	0.038	0.468	2.33811803629199e-19	NDRG1	AEC
DDT	2.69491765559003e-24	0.372655397908971	0.936	0.461	2.67039390492417e-19	DDT	AER
AMEX60DD301035525.1	2.90449840607059e-24	-0.260413917798483	0.949	0.933	2.87806747057534e-19	AMEX60DD301035525.1	AEC
THBS2	2.92707272913914e-24	-0.552750018012558	0.446	0.687	2.90043636730397e-19	THBS2	AEC
CBS	3.14847305362039e-24	0.374365395704751	0.898	0.459	3.11982194883245e-19	CBS	AER
ANXA11.1	3.25784678303954e-24	-0.471237895947877	0	0.432	3.22820037731388e-19	ANXA11.1	AEC
TIMM8B	3.61649615872032e-24	-0.512556446580509	0	0.431	3.58358604367597e-19	TIMM8B	AEC
AMEX60DD301051969.1	3.61649832201289e-24	-0.650327491353589	0	0.431	3.58358818728257e-19	AMEX60DD301051969.1	AEC
CCNI.1	3.77470430256959e-24	0.308780028989755	0.783	0.302	3.74035449341621e-19	CCNI.1	AER
BNC1	4.14225313386349e-24	-0.526925702801439	0.478	0.678	4.10455863034533e-19	BNC1	AEC
EBAG9	4.25785286410661e-24	0.291787948351929	0.758	0.274	4.21910640304324e-19	EBAG9	AER
FERMT1	4.30877577690802e-24	0.367431949158884	0.892	0.432	4.26956591733816e-19	FERMT1	AER
WDR20.1	7.55831096288642e-24	-0.638131119651697	0.083	0.492	7.48953033312415e-19	WDR20.1	AEC
SP8.2	1.1325446965972e-23	-0.511750946349494	0	0.425	1.12223853985816e-18	SP8.2	AEC
GSTM4	1.16894384918286e-23	-0.309436035676756	0.981	0.926	1.15830646015529e-18	GSTM4	AEC
SIK1	1.30681489000413e-23	0.256437999669429	0.624	0.207	1.29492287450509e-18	SIK1	AER
EEF1D	1.48979144746272e-23	0.278203279311696	1	0.877	1.47623434529081e-18	EEF1D	AER
CDO1	1.80055976092837e-23	0.262303751871612	0.643	0.213	1.78417466710393e-18	CDO1	AER
FKBP1B	2.27758958744243e-23	0.366194188633559	0.924	0.45	2.25686352219671e-18	FKBP1B	AER
RDX.1	2.38356869666198e-23	0.263039402246877	0.713	0.245	2.36187822152235e-18	RDX.1	AER
PABPC4	2.45042058827223e-23	0.363190716604164	0.873	0.441	2.42812176091895e-18	PABPC4	AER
RARG	2.46234110676929e-23	0.277238480435795	0.739	0.266	2.43993380269769e-18	RARG	AER
TKT	2.4951808561498e-23	-0.525727079658189	0.395	0.637	2.47247471035884e-18	TKT	AEC
PDIA6	2.50252886343116e-23	-0.410842691524113	0.854	0.849	2.47975585077393e-18	PDIA6	AEC
HSPA9.1	2.57629226028756e-23	-0.499503969091094	0	0.42	2.55284800071895e-18	HSPA9.1	AEC
IDH2	3.12865512041318e-23	0.334723341502768	0.987	0.734	3.10018435881742e-18	IDH2	AER
MMP1	3.55834382358985e-23	-0.686296254303883	0.465	0.699	3.52596289479518e-18	MMP1	AEC
KIAA1217	3.58943713482997e-23	0.287096938672284	0.72	0.264	3.55677325690302e-18	KIAA1217	AER
PPL	4.12185372901067e-23	-0.558431571399758	0.064	0.465	4.08434486007667e-18	PPL	AEC
KCNE5	4.15970093360976e-23	0.32994346324329	0.815	0.343	4.12184765511391e-18	KCNE5	AER
MRPL43.L	4.29089181791959e-23	-0.476534444153418	0	0.417	4.25184470237652e-18	MRPL43.L	AEC
EPHA2.1	4.36900802781802e-23	0.281005741682615	0.694	0.25	4.32925005476487e-18	EPHA2.1	AER
CMPK1	5.09195756299419e-23	-0.293781984109483	0.892	0.887	5.04562074917094e-18	CMPK1	AEC
ALAS1	5.25208545506458e-23	0.304003477929539	0.764	0.306	5.20429147742349e-18	ALAS1	AER
MDH1	6.80543627811224e-23	-0.376060993284192	0.79	0.799	6.74350680798142e-18	MDH1	AEC
AMEX60DD201000803.2	7.62793193286132e-23	-0.371361727857525	0.854	0.874	7.55851775227228e-18	AMEX60DD201000803.2	AEC
SRPX	8.34734201495389e-23	-0.347008625847361	0.879	0.895	8.27138120261781e-18	SRPX	AEC
PIK3R2	8.72474896405867e-23	-0.522846410043037	0	0.413	8.64535374848573e-18	PIK3R2	AEC
CAMTA1.2	9.95250442353349e-23	0.355776465415826	0.917	0.432	9.86193663327934e-18	CAMTA1.2	AER
VCP.1	1.05607217582526e-22	-0.342953042248379	0.885	0.862	1.04646191902525e-17	VCP.1	AEC
ESD.1	1.08448053944721e-22	0.29190104153751	0.777	0.295	1.07461176653824e-17	ESD.1	AER
PSAP.1	1.17361336944667e-22	-0.388050247557708	0.79	0.83	1.1629334877847e-17	PSAP.1	AEC
MDFIC	1.21338009976431e-22	-0.415905356215967	0.777	0.786	1.20233834085645e-17	MDFIC	AEC
PPP1R10	1.23495866463427e-22	0.321349010709942	0.828	0.337	1.2237205407861e-17	PPP1R10	AER
AMEX60DD301000120.1	1.3057019195387e-22	-0.484848658833324	0	0.41	1.2938200320709e-17	AMEX60DD301000120.1	AEC
CAP1	1.39047580121925e-22	-0.253857071650322	0.955	0.933	1.37782247142816e-17	CAP1	AEC
LOC106706246	1.5291462859606e-22	-0.505592870894136	0.287	0.636	1.51523105475836e-17	LOC106706246	AEC
HTRA1.1	1.86306691558803e-22	0.281006891874611	0.694	0.254	1.84611300665618e-17	HTRA1.1	AER
MAP2K1	1.89861750137038e-22	0.303419458219519	0.745	0.301	1.88134008210791e-17	MAP2K1	AER
AMEX60DD301047681.3	2.05638206680774e-22	0.306430999728287	0.815	0.324	2.03766898999979e-17	AMEX60DD301047681.3	AER
AMEX60DD102030074.2	2.84888834264225e-22	-0.396131575311742	0.777	0.827	2.82296345872421e-17	AMEX60DD102030074.2	AEC
SOD2.1	3.16969185894157e-22	0.305720199423512	0.783	0.322	3.1408476630252e-17	SOD2.1	AER
AP2S1	4.92297958513967e-22	0.275194344230727	0.771	0.293	4.8781804709149e-17	AP2S1	AER
GJB3	6.4389973474189e-22	-0.493994462992134	0	0.4	6.38040247155739e-17	GJB3	AEC
GLUD1	6.55666847238527e-22	-0.308224696046753	0.936	0.907	6.49700278928657e-17	GLUD1	AEC
COL18A1.2	8.60659056387178e-22	0.346585088193891	0.981	0.717	8.52827058974054e-17	COL18A1.2	AER
HB-AM	1.17033677196434e-21	-0.725868870756203	0.064	0.449	1.15968670733946e-16	HB-AM	AEC
AMEX60DDU001033724.1	1.56124879630837e-21	-0.492417544600183	0	0.395	1.54704143226196e-16	AMEX60DDU001033724.1	AEC
RAB1A.1	1.78772661623855e-21	-0.441670287916311	0.58	0.704	1.77145830403078e-16	RAB1A.1	AEC
LAMA3.4	2.13683903722808e-21	-0.593555973847273	0.707	0.738	2.1173938019893e-16	LAMA3.4	AEC
RPL29.2	2.6415919693836e-21	0.254935526383763	1	0.91	2.61755348246221e-16	RPL29.2	AER
AMEX60DD301048204.9	2.7809986094703e-21	-0.339465507824507	0.847	0.852	2.75569152212412e-16	AMEX60DD301048204.9	AEC
AMEX60DD301053738.2	3.10405036147826e-21	-0.648530104697058	0.223	0.568	3.07580350318881e-16	AMEX60DD301053738.2	AEC
CLSTN1	3.15057276960212e-21	0.278043859038279	0.79	0.299	3.12190255739874e-16	CLSTN1	AER
EIF3D	3.92474220981802e-21	0.341403670578025	0.943	0.574	3.88902705570868e-16	EIF3D	AER
AMEX60DD301019915.26	4.52738848616364e-21	0.341138766903364	0.968	0.702	4.48618925093955e-16	AMEX60DD301019915.26	AER
KRT15.6	4.62402356504469e-21	-0.668089592839345	0.656	0.808	4.58194495060278e-16	KRT15.6	AEC
AMEX60DDU001039316.1	8.95025975870686e-21	-0.431866666955852	0	0.384	8.86881239490263e-16	AMEX60DDU001039316.1	AEC
EREG	8.96237800104941e-21	-0.579494741308175	0.433	0.646	8.88082036123986e-16	EREG	AEC
ROMO1.2	9.89742813595976e-21	-0.412107198074114	0.656	0.71	9.80736153992253e-16	ROMO1.2	AEC
H3C14.5	1.01275027250958e-20	-0.737570268053705	0.191	0.542	1.00353424502974e-15	H3C14.5	AEC
LOC115476892	1.08444331554837e-20	-0.546946403320125	0	0.383	1.07457488137688e-15	LOC115476892	AEC
TFPI2	1.41561094825189e-20	-0.577830903406547	0.217	0.552	1.4027288886228e-15	TFPI2	AEC
TP63	1.88564044988501e-20	-0.371172369374146	0.796	0.805	1.86848112179106e-15	TP63	AEC
ACO2	2.01953998344122e-20	0.264613143774756	0.752	0.292	2.0011621695919e-15	ACO2	AER
DDX21	2.23887273898351e-20	0.295615907466011	0.975	0.773	2.21849899705876e-15	DDX21	AER
TPM4.1	3.22589680964284e-20	0.298281504035303	0.981	0.826	3.19654114867509e-15	TPM4.1	AER
