p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	cluster
RPL36A.2	3.69692284081192e-95	-2.01647907120498	0	0.998	3.66328084296053e-90	RPL36A.2	AEC
SLC25A5.1	5.23730632165523e-95	0.928587903430468	1	0.872	5.18964683412816e-90	SLC25A5.1	AER
AMEX60DD201012287.1	2.06339866043289e-94	0.633993963980644	0.662	0.078	2.04462173262295e-89	AMEX60DD201012287.1	AER
RPS29	3.5617820673607e-94	0.689378904595272	1	0.943	3.52936985054772e-89	RPS29	AER
RPL14.2	4.74021338647596e-94	-2.01821376959343	0	0.992	4.69707744465903e-89	RPL14.2	AEC
SEMA3D	6.06047403631027e-94	0.282944524064483	0.484	0.032	6.00532372257984e-89	SEMA3D	AER
KRT5.4	7.25124425924788e-94	-1.73760104038358	0.51	1	7.18525793648873e-89	KRT5.4	AEC
AMEX60DD201015002.6	1.51519450546707e-93	-1.66508138223198	0.248	0.993	1.50140623546732e-88	AMEX60DD201015002.6	AEC
RPS27A	1.68570284471936e-93	-1.94362806590957	0	0.989	1.67036294883241e-88	RPS27A	AEC
ADAMTS1	2.28861136845089e-93	1.1378098103538	0.968	0.394	2.26778500499799e-88	ADAMTS1	AER
RPL22L1	3.36920318717146e-93	0.635834690643357	1	0.916	3.3385434381682e-88	RPL22L1	AER
SEC61G.1	3.73958696331454e-93	0.639719881354645	0.815	0.147	3.70555672194838e-88	SEC61G.1	AER
EEF1A1.3	3.88531216739467e-93	0.32342516992933	1	1	3.84995582667138e-88	EEF1A1.3	AER
CSRP2	4.53415613162392e-93	0.376148934508117	0.535	0.044	4.49289531082614e-88	CSRP2	AER
AMEX60DD102012795.4	9.46620581765206e-93	0.6288816806847	0.796	0.13	9.38006334471143e-88	AMEX60DD102012795.4	AER
RPS3.2	2.10249462043844e-92	-1.85917087440426	0	0.983	2.08336191939245e-87	RPS3.2	AEC
RPL7A	2.36977751172155e-92	0.441241890054297	1	0.986	2.34821253636488e-87	RPL7A	AER
RPL30	2.48448656285291e-92	0.472116573318653	1	0.968	2.46187773513095e-87	RPL30	AER
AMEX60DD102044466.2	2.94141794392771e-92	-1.49629194472299	0.599	0.998	2.91465104063797e-87	AMEX60DD102044466.2	AEC
RPL39	4.15382501306253e-92	0.421709634217853	1	0.977	4.11602520544366e-87	RPL39	AER
LOC102287882	1.31983651323036e-91	0.34968327350354	1	0.996	1.30782600095996e-86	LOC102287882	AER
DLX6	4.0484819441719e-91	0.450502505094729	0.656	0.076	4.01164075847994e-86	DLX6	AER
RPL34	1.42374502506971e-90	0.382207647447597	1	0.986	1.41078894534157e-85	RPL34	AER
WNT5A	2.17274432582117e-90	0.450355810748858	0.573	0.057	2.1529723524562e-85	WNT5A	AER
RNF125	2.21732071933457e-90	0.316461765734184	0.516	0.041	2.19714310078862e-85	RNF125	AER
SPRY2	3.5345804905012e-90	0.49936742339333	0.745	0.106	3.50241580803764e-85	SPRY2	AER
CISH	4.55770857904184e-90	0.67160835476802	0.904	0.18	4.51623343097256e-85	CISH	AER
LOC102380972	1.66076967169016e-89	-1.51750951398479	0.013	0.967	1.64565666767778e-84	LOC102380972	AEC
CXCL8.3	2.21482957774765e-89	1.15016132511347	0.968	0.4	2.19467462859015e-84	CXCL8.3	AER
LOC111188412	4.3217160677406e-89	0.916404480189393	0.981	0.458	4.28238845152416e-84	LOC111188412	AER
COX1.3	5.22441556163938e-89	-1.65388442843343	0.006	0.964	5.17687338002846e-84	COX1.3	AEC
LOC108700220	7.47518148679542e-89	0.293952282385528	0.376	0.017	7.40715733526558e-84	LOC108700220	AER
RPS14.1	1.99806391331449e-88	0.29331900593823	1	0.998	1.97988153170333e-83	RPS14.1	AER
LIMD2	2.18413279707485e-88	0.271068008461729	0.42	0.024	2.16425718862147e-83	LIMD2	AER
AMEX60DD102017947.5	6.38914830523373e-87	-1.4926665344002	0.242	0.971	6.33100705565611e-82	AMEX60DD102017947.5	AEC
LOC101945229	2.62300652552801e-86	0.293547104470749	0.344	0.013	2.59913716614571e-81	LOC101945229	AER
ATP5MC2	1.85479023586215e-85	-1.1543907934854	0.707	0.978	1.83791164471581e-80	ATP5MC2	AEC
RPL10	4.67535556417749e-85	0.29303103272144	1	0.999	4.63280982854347e-80	RPL10	AER
FOS	6.48005015498708e-85	0.772747960263238	1	0.771	6.4210816985767e-80	FOS	AER
AMEX60DD301040667.1	2.70174297397965e-84	0.348626208408752	0.465	0.036	2.67715711291644e-79	AMEX60DD301040667.1	AER
DNASE1L1	5.67239282774422e-84	0.257934599147368	0.395	0.022	5.62077405301175e-79	DNASE1L1	AER
SERPINB10.1	1.37008447196487e-83	-1.28653348266816	0.261	0.964	1.35761670326999e-78	SERPINB10.1	AEC
PTCH1	3.31245811377171e-83	0.298780699048101	0.363	0.017	3.28231474493639e-78	PTCH1	AER
RABIF	4.14181790079017e-83	-1.42845977007128	0	0.93	4.10412735789298e-78	RABIF	AEC
FBN2	4.30510433906049e-83	0.80682730812859	0.943	0.226	4.26592788957504e-78	FBN2	AER
CXCL8	5.85576221544579e-83	0.516271929859018	0.605	0.076	5.80247477928523e-78	CXCL8	AER
NID2	5.32530292897402e-82	0.330190390334827	0.516	0.049	5.27684267232036e-77	NID2	AER
LGR6	2.06624880962074e-81	0.304007906951211	0.401	0.025	2.04744594545319e-76	LGR6	AER
GSN	3.84360447082825e-81	0.742482706188269	0.924	0.256	3.80862767014371e-76	GSN	AER
LOC114645960.2	1.03600110292592e-80	-1.43910120023631	0.121	0.93	1.02657349288929e-75	LOC114645960.2	AEC
AMEX60DD102053027.4	2.58310060933141e-80	-0.464124106480535	0.987	0.998	2.5595943937865e-75	AMEX60DD102053027.4	AEC
RPL23A	1.3077441948629e-79	0.444119519733054	1	0.949	1.29584372268965e-74	RPL23A	AER
RPLP0	2.33803677230915e-79	0.326356483507109	1	0.985	2.31676063768114e-74	RPLP0	AER
EGR2	7.90021618359394e-79	0.459337220873657	0.541	0.06	7.82832421632323e-74	EGR2	AER
RPL9.2	8.20056770894754e-79	0.377640611061318	1	0.966	8.12594254279612e-74	RPL9.2	AER
LOC102357698	3.54930088093077e-78	0.279764980930969	0.382	0.023	3.5170022429143e-73	LOC102357698	AER
IRF1	4.00426713097184e-78	0.959976654629449	0.994	0.399	3.96782830007999e-73	IRF1	AER
AMEX60DD301051970.7	4.25724702122709e-78	-1.79456947925322	0.006	0.9	4.21850607333392e-73	AMEX60DD301051970.7	AEC
ANXA2.1	1.5441770195755e-77	-1.03228788900374	0.611	0.974	1.53012500869737e-72	ANXA2.1	AEC
AMEX60DD201017127.1	1.58917405342119e-77	0.381140545662187	0.599	0.072	1.57471256953505e-72	AMEX60DD201017127.1	AER
AXRNBP	2.0563864283467e-77	1.11292954494091	1	0.716	2.03767331184874e-72	AXRNBP	AER
LDHB	2.06921488756291e-77	0.802578243003758	0.975	0.453	2.05038503208609e-72	LDHB	AER
LDHA	2.38065799521039e-77	-0.974995765377321	0.707	0.962	2.35899400745398e-72	LDHA	AEC
S100P.1	5.64716926046418e-77	-0.485366655669682	0.994	1	5.59578002019396e-72	S100P.1	AEC
RPS17	5.73640796080257e-77	0.387086579671695	1	0.963	5.68420664835926e-72	RPS17	AER
FBLN1	2.55730848967726e-76	0.268623387875795	0.293	0.01	2.53403698242119e-71	FBLN1	AER
ATP5ME	8.7382567865787e-76	-1.35363753412649	0	0.885	8.65873864982083e-71	ATP5ME	AEC
NR4A1	9.12949543144773e-76	0.757637085980773	0.994	0.448	9.04641702302155e-71	NR4A1	AER
RPL27A.1	2.36193305753285e-75	0.560852734688677	1	0.836	2.34043946670931e-70	RPL27A.1	AER
TGM6	4.50460131129872e-75	-1.48875802372777	0.045	0.886	4.4636094393659e-70	TGM6	AEC
CIRBP	1.14357207929429e-74	-0.883231540837318	0.592	0.942	1.13316557337272e-69	CIRBP	AEC
D9C73-028514	1.49098934215186e-74	-0.447926193117446	1	1	1.47742133913828e-69	D9C73-028514	AEC
PDK4	2.29336894099204e-74	0.395046555444954	0.548	0.064	2.27249928362901e-69	PDK4	AER
LOC100996747	2.30995516687106e-74	0.286715292530358	1	0.996	2.28893457485254e-69	LOC100996747	AER
LOC115080956	2.49415093586224e-74	0.594485508183907	0.707	0.127	2.4714541623459e-69	LOC115080956	AER
RPS16	3.90671390158802e-74	0.448102665763289	1	0.906	3.87116280508357e-69	RPS16	AER
AMEX60DD103010598.4	9.63135292616028e-74	0.396759965929143	0.395	0.03	9.54370761453222e-69	AMEX60DD103010598.4	AER
DYNC1I1	9.96585011908499e-74	0.375044826199227	0.592	0.08	9.87516088300131e-69	DYNC1I1	AER
CXCL8.1	1.19183643038427e-73	0.408240395671341	0.363	0.023	1.18099071886777e-68	CXCL8.1	AER
RPL5	2.07258485798571e-73	0.350153252436539	1	0.969	2.05372433577804e-68	RPL5	AER
CAPG	2.74040219905865e-73	-0.481753343257539	0.994	0.998	2.71546453904721e-68	CAPG	AEC
EGR1	3.63691884476436e-73	0.730539084645442	0.994	0.693	3.603822883277e-68	EGR1	AER
LOC100936752	1.59042969690976e-72	0.537866886507396	1	0.955	1.57595678666788e-67	LOC100936752	AER
ALDOA	1.7485546490353e-72	-0.638921387115519	0.904	0.987	1.73264280172908e-67	ALDOA	AEC
RPL21.2	3.30009241511808e-72	0.475521439265504	1	0.95	3.27006157414051e-67	RPL21.2	AER
AMEX60DD301042749.9	3.40279914689789e-72	0.581382263939443	0.847	0.189	3.37183367466112e-67	AMEX60DD301042749.9	AER
FABP3	6.0331122442809e-72	-0.340698155575713	0.994	1	5.97821092285794e-67	FABP3	AEC
RACK1	1.37602962334255e-71	0.317768321503787	1	0.984	1.36350775377013e-66	RACK1	AER
RPS5	1.64787968533855e-71	0.368723233036937	1	0.959	1.63288398020197e-66	RPS5	AER
CNKSR3	3.87500277766885e-71	0.283879534936479	0.497	0.053	3.83974025239206e-66	CNKSR3	AER
ITGA6.2	1.16589423312204e-70	-0.801650101230818	0.879	0.981	1.15528459560062e-65	ITGA6.2	AEC
LAMA5	1.53565047496445e-70	0.601854570518948	0.815	0.17	1.52167605564227e-65	LAMA5	AER
TPT1.1	2.66086299340975e-70	0.261782605321782	1	0.993	2.63664914016972e-65	TPT1.1	AER
COX1	3.18210536730325e-70	0.766997898481265	0.968	0.387	3.15314820846079e-65	COX1	AER
RPL27A	4.39781283513285e-70	0.334870392324822	1	0.977	4.35779273833314e-65	RPL27A	AER
AMEX60DD103003045.5	1.0694550429178e-69	0.295788709640754	1	0.998	1.05972300202725e-64	AMEX60DD103003045.5	AER
EIF3G	1.11700596092424e-69	0.693426902241516	0.962	0.403	1.10684120667983e-64	EIF3G	AER
ANXA11	2.38920197679411e-69	0.402382500606422	0.662	0.106	2.36746023880529e-64	ANXA11	AER
CHST2	2.34655568172244e-68	0.349838214931553	0.611	0.088	2.32520202501877e-63	CHST2	AER
PDIA3	5.1935782417442e-68	0.663302780306819	0.975	0.44	5.14631667974433e-63	PDIA3	AER
SDC1	7.20855884438678e-68	-0.697737180485422	0.904	0.992	7.14296095890286e-63	SDC1	AEC
ARRDC2	1.58846081013024e-67	0.545373040605972	0.611	0.1	1.57400581675806e-62	ARRDC2	AER
SEMA6A	1.86690504634452e-67	0.327377073032616	0.51	0.062	1.84991621042279e-62	SEMA6A	AER
AMEX60DD301005368.1	1.89809080582929e-67	-0.846285126399275	0.682	0.925	1.88081817949624e-62	AMEX60DD301005368.1	AEC
AMEX60DD102033297.4	2.54259227966739e-67	0.613295626038141	0.828	0.207	2.51945468992241e-62	AMEX60DD102033297.4	AER
RPL22	3.89556721812123e-67	0.352776158710188	1	0.959	3.86011755643633e-62	RPL22	AER
HSD17B6	4.00936442374704e-67	0.324189291265408	0.586	0.081	3.97287920749094e-62	HSD17B6	AER
ARL5B	4.92035723389437e-67	0.320246682300276	0.51	0.061	4.87558198306593e-62	ARL5B	AER
SELENOF	5.96781479171167e-67	-1.05248467522698	0	0.827	5.91350767710709e-62	SELENOF	AEC
SERPINB5	6.50722692362745e-67	-0.732648039750843	0.764	0.957	6.44801115862244e-62	SERPINB5	AEC
FKBP1A	7.36271146515916e-67	-1.10214174602364	0.019	0.83	7.29571079082621e-62	FKBP1A	AEC
ETNPPL	7.5600119217539e-67	0.378211653921441	0.497	0.06	7.49121581326594e-62	ETNPPL	AER
RPS5.1	8.10350211768638e-66	0.616052027147362	0.924	0.313	8.02976024841544e-61	RPS5.1	AER
CEBPD	2.40275367613028e-65	0.693164067685791	0.987	0.68	2.3808886176775e-60	CEBPD	AER
KRT5.5	5.26215485690481e-65	0.485958699673643	0.299	0.017	5.21426924770698e-60	KRT5.5	AER
PLEKHA6	7.08076096701276e-65	0.277735437861148	0.478	0.054	7.01632604221294e-60	PLEKHA6	AER
FRAS1	1.24827886863768e-64	0.503918557337595	0.739	0.152	1.23691953093308e-59	FRAS1	AER
AMEX60DD301051967.1	1.98845374832268e-64	-1.41623239438883	0	0.81	1.97035881921294e-59	AMEX60DD301051967.1	AEC
AMEX60DD201005267.9	2.4868395140918e-64	0.932358602854179	0.994	0.356	2.46420927451356e-59	AMEX60DD201005267.9	AER
RPSA.1	1.8337718180535e-63	0.264846340992328	1	0.992	1.81708449450922e-58	RPSA.1	AER
DAZAP2.1	1.89778449059166e-63	-0.996487563830883	0.025	0.809	1.88051465172728e-58	DAZAP2.1	AEC
LOC108719106	2.03064777705052e-63	0.415752514285833	0.987	0.948	2.01216888227936e-58	LOC108719106	AER
DSG2	2.94443530844717e-63	-0.766636922075703	0.822	0.959	2.9176409471403e-58	DSG2	AEC
DLX5	3.22742824109365e-63	0.484280604225491	0.771	0.164	3.1980586440997e-58	DLX5	AER
TNS3	3.34343681805643e-63	0.486828425064785	0.803	0.179	3.31301154301212e-58	TNS3	AER
EDAR	1.52721496973439e-62	0.265537322342024	0.446	0.049	1.5133173135098e-57	EDAR	AER
PKM.2	1.7861824653157e-62	-1.09007026482592	0	0.796	1.76992820488133e-57	PKM.2	AEC
AMEX60DD201005140.2	2.95628117864724e-62	0.750549983393586	0.949	0.365	2.92937901992155e-57	AMEX60DD201005140.2	AER
AMEX60DDU001000930.1	3.18900174209741e-62	-1.09119889552176	0	0.794	3.15998182624433e-57	AMEX60DDU001000930.1	AEC
LOC100936752.3	5.06548264534046e-62	-1.00553680580641	0.025	0.799	5.01938675326786e-57	LOC100936752.3	AEC
MAPK12.1	1.1194900943114e-61	0.559169000216997	0.873	0.244	1.10930273445316e-56	MAPK12.1	AER
DACT2	1.15198072742769e-61	0.310725609199073	0.58	0.086	1.14149770280809e-56	DACT2	AER
SSUH2.1	1.22541990307996e-61	-1.0058464762913	0	0.79	1.21426858196194e-56	SSUH2.1	AEC
APCDD1	1.40996089448418e-61	0.41276536014687	0.503	0.068	1.39713025034437e-56	APCDD1	AER
ACTR3	1.79729637889576e-61	-0.98287817890163	0	0.789	1.7809409818478e-56	ACTR3	AEC
ZFP36L1.2	2.14539992756534e-61	0.523880386204612	1	0.901	2.1258767882245e-56	ZFP36L1.2	AER
PERP	2.29685474539754e-61	-0.610432842365931	0.936	0.978	2.27595336721442e-56	PERP	AEC
FZD2.1	5.07849505694326e-61	0.263887773947737	0.497	0.063	5.03228075192508e-56	FZD2.1	AER
APLP2	6.44931194803295e-61	-0.66651601761976	0.911	0.96	6.39062320930585e-56	APLP2	AEC
RPL4	7.49623207066074e-61	0.323431255731795	1	0.966	7.42801635881773e-56	RPL4	AER
JUP	1.50009379399985e-60	-0.628841955346684	0.924	0.979	1.48644294047445e-55	JUP	AEC
NTF3	1.54488828200215e-60	0.37098650347051	0.682	0.123	1.53082979863593e-55	NTF3	AER
FKBP7.2	1.57239742849811e-60	0.59382952539593	0.917	0.296	1.55808861189877e-55	FKBP7.2	AER
AMEX60DD201008939.1	1.68574356283731e-60	0.254344988804886	0.459	0.055	1.67040329641549e-55	AMEX60DD201008939.1	AER
IER2	1.70374356840298e-59	0.671189708090387	0.987	0.464	1.68823950193051e-54	IER2	AER
FD755-011089	1.70747881288743e-59	0.277014585470761	1	0.993	1.69194075569015e-54	FD755-011089	AER
LOC115081983.1	2.51650612626061e-59	-1.2870757554577	0.013	0.781	2.49360592051164e-54	LOC115081983.1	AEC
SELENOP	6.79130001237727e-59	-0.997434215569678	0.153	0.821	6.72949918226463e-54	SELENOP	AEC
ITGB4	1.28687650798453e-58	-0.596901909343455	0.949	0.983	1.27516593176187e-53	ITGB4	AEC
TMEM167A.1	1.30412814628108e-58	-1.02184058062609	0	0.768	1.29226058014992e-53	TMEM167A.1	AEC
RPL10A	2.17867467293868e-58	0.284382476438886	1	0.984	2.15884873341494e-53	RPL10A	AER
CDKN1B	4.5974117082527e-58	0.443267329394677	0.65	0.127	4.5555752617076e-53	CDKN1B	AER
RPS21.1	5.165529003099e-58	0.587433141555536	0.987	0.562	5.1185226891708e-53	RPS21.1	AER
AMEX60DD201044102.2	5.55468238399017e-58	0.288265464160689	0.287	0.018	5.50413477429586e-53	AMEX60DD201044102.2	AER
BCL11A	9.82996934294462e-58	0.285771550023029	0.529	0.076	9.74051662192383e-53	BCL11A	AER
CCAR2.1	2.0537117613663e-57	-0.944501366934917	0	0.759	2.03502298433786e-52	CCAR2.1	AEC
SUMO2	2.05371499468022e-57	-0.970040149549833	0	0.759	2.03502618822863e-52	SUMO2	AEC
AMEX60DD102017849.6	2.38247508698812e-57	0.463700994129618	0.637	0.123	2.36079456369653e-52	AMEX60DD102017849.6	AER
LAMB1	2.76373524891149e-57	0.540613049178957	0.707	0.155	2.7385852581464e-52	LAMB1	AER
LOC115459705	3.54519108908296e-57	0.366637119883275	0.554	0.088	3.51292985017231e-52	LOC115459705	AER
MAT2A	3.54756702172863e-57	-1.08683430945182	0	0.757	3.51528416183089e-52	MAT2A	AEC
AMEX60DD201024908.8	7.31193818909894e-57	0.622698511794248	0.866	0.247	7.24539955157814e-52	AMEX60DD201024908.8	AER
TXNIP	9.41057193497546e-57	-1.05079907678751	0.019	0.759	9.32493573036718e-52	TXNIP	AEC
EN1	9.97287066500469e-57	0.342135516052088	0.369	0.037	9.88211754195314e-52	EN1	AER
CTDSP2	1.40115747512223e-56	0.45037580105785	0.803	0.189	1.38840694209861e-51	CTDSP2	AER
LOC108700425.1	1.75628804714769e-56	-1.25013034875381	0.146	0.792	1.74030582591864e-51	LOC108700425.1	AEC
FTH1.4	2.35985638168223e-56	0.27769640977644	1	0.997	2.33838168860892e-51	FTH1.4	AER
LOC104413294	3.16592117239165e-56	0.669179966394822	0.968	0.542	3.13711128972288e-51	LOC104413294	AER
GDI2	3.35002135669009e-56	-0.911691460581954	0.032	0.761	3.31953616234421e-51	GDI2	AEC
KRT18	4.41346613574703e-56	0.537454090781304	0.675	0.144	4.37330359391174e-51	KRT18	AER
PTGS2	5.73343213167546e-56	0.579980662643778	0.994	0.811	5.68125789927722e-51	PTGS2	AER
RPL7	9.89935069555399e-56	0.273057265825591	1	0.99	9.80926660422444e-51	RPL7	AER
TREX2.1	1.11432641096832e-55	0.722031888927009	0.93	0.37	1.10418604062851e-50	TREX2.1	AER
FGFR1	1.31162914209222e-55	0.377057822605214	0.726	0.149	1.29969331689918e-50	FGFR1	AER
YWHAZ	2.48146184928575e-55	-0.507656863676173	0.949	0.981	2.45888054645725e-50	YWHAZ	AEC
ZFHX4	3.50937067592809e-55	0.28266454506243	0.535	0.081	3.47743540277714e-50	ZFHX4	AER
ODC1.2	3.78725607795565e-55	-0.57250875002962	0.936	0.974	3.75279204764626e-50	ODC1.2	AEC
PTPN6	9.21309579901607e-55	0.261617897183745	0.439	0.057	9.12925662724503e-50	PTPN6	AER
RPS25P6.3	1.24198487404289e-54	0.269169017562209	1	0.988	1.2306828116891e-49	RPS25P6.3	AER
LOC102946426	1.90140010544788e-54	-0.91423330178856	0.172	0.791	1.88409736448831e-49	LOC102946426	AEC
PDGFA	3.09369658331624e-54	0.500457129877567	0.86	0.229	3.06554394440806e-49	PDGFA	AER
GAMT	3.15835345488849e-54	0.397977122868909	0.669	0.136	3.129612438449e-49	GAMT	AER
JPT1.1	6.34347349673571e-54	-0.99202612757575	0	0.732	6.28574788791541e-49	JPT1.1	AEC
L345-15541	8.76936789283938e-54	0.292189524647124	0.561	0.094	8.68956664501454e-49	L345-15541	AER
TMEM132A	1.19564537089678e-53	0.376984574589729	0.688	0.142	1.18476499802162e-48	TMEM132A	AER
CDKN1B.1	1.46603567648822e-53	0.259540514149633	0.427	0.053	1.45269475183217e-48	CDKN1B.1	AER
GPT.L	1.80082732244137e-53	0.443892930349262	0.764	0.188	1.78443979380715e-48	GPT.L	AER
NME4	3.05122944347419e-53	0.255508116250516	0.497	0.072	3.02346325553858e-48	NME4	AER
DSC2	3.36757794937231e-53	-0.863042025897364	0.503	0.853	3.33693299003302e-48	DSC2	AEC
ATP1A1.4	3.87098745380879e-53	0.562237968761592	0.879	0.299	3.83576146797913e-48	ATP1A1.4	AER
NFKBIA	6.12696360483959e-53	0.689772624871773	0.962	0.419	6.07120823603555e-48	NFKBIA	AER
EEF1B2.1	6.52165228674268e-53	0.309755465115077	1	0.981	6.46230525093332e-48	EEF1B2.1	AER
AMEX60DDU001010113.1	2.84265944948434e-52	-0.886245279620769	0	0.719	2.81679124849403e-47	AMEX60DDU001010113.1	AEC
COL11A1	9.55521967857141e-52	0.615568022101479	0.987	0.675	9.46826717949641e-47	COL11A1	AER
BAMBI	1.14676269050153e-51	0.377986925338672	0.548	0.1	1.13632715001796e-46	BAMBI	AER
FOSL1	1.88043866957249e-51	0.511960355749701	0.822	0.228	1.86332667767938e-46	FOSL1	AER
SPON1	4.21289799365997e-51	0.554768478809266	0.873	0.272	4.17456062191767e-46	SPON1	AER
RPL5.1	1.16858612293666e-50	0.380397195081993	1	0.904	1.15795198921794e-45	RPL5.1	AER
CLDN4.4	1.26057008732847e-50	0.493570715685681	0.694	0.167	1.24909889953378e-45	CLDN4.4	AER
KRT5.2	1.34088719371116e-50	-1.13741860782926	0.325	0.806	1.32868512024839e-45	KRT5.2	AEC
ITGB1	4.60407905808445e-50	-0.53386272475539	0.943	0.961	4.56218193865588e-45	ITGB1	AEC
BGN	5.94418115805439e-50	0.262196461730809	0.459	0.067	5.8900891095161e-45	BGN	AER
AMEX60DD301051188.13	7.05005583638835e-50	-0.559344219807596	0.898	0.934	6.98590032827722e-45	AMEX60DD301051188.13	AEC
LIMA1	8.16471439215003e-50	-0.739993258337854	0.675	0.891	8.09041549118146e-45	LIMA1	AEC
SRSF4.1	2.30877666700152e-49	-0.843095604650843	0.013	0.699	2.2877667993318e-44	SRSF4.1	AEC
ATP2A2	3.82839525958879e-49	-0.851663383974506	0.573	0.838	3.79355686272654e-44	ATP2A2	AEC
NAP1L1	5.74714946462533e-49	0.287078062581665	0.994	0.967	5.69485040449724e-44	NAP1L1	AER
COL1A1	7.48901050182272e-49	0.283395438850229	1	1	7.42086050625613e-44	COL1A1	AER
RPS10	2.44129119830017e-48	0.282032748181107	1	0.974	2.41907544839564e-43	RPS10	AER
LOC115084013	3.08053970852503e-48	-0.67655142265584	0.682	0.9	3.05250679717745e-43	LOC115084013	AEC
AMEX60DD301011060.1	7.0748707080815e-48	-0.946691161953587	0	0.682	7.01048938463796e-43	AMEX60DD301011060.1	AEC
HSPA1B	1.13861697453756e-47	-1.36187289304366	0.032	0.693	1.12825556006926e-42	HSPA1B	AEC
LOC114654318	1.55782668468865e-47	-0.39203519659617	0.987	0.98	1.54365046185798e-42	LOC114654318	AEC
AMEX60DD301017293.11	1.6716862873376e-47	0.460932318319845	0.72	0.196	1.65647394212283e-42	AMEX60DD301017293.11	AER
EIF3F	2.21333916455853e-47	0.532686930559288	0.987	0.621	2.19319777816105e-42	EIF3F	AER
LAMA1	3.72141887781287e-47	0.267260145135686	0.376	0.049	3.68755396602477e-42	LAMA1	AER
VCAN	4.81102858430734e-47	0.373774382192948	0.58	0.119	4.76724822419014e-42	VCAN	AER
RPS19.1	6.15342534546847e-47	0.261050366155847	1	0.983	6.09742917482471e-42	RPS19.1	AER
DCN	1.22145304725882e-46	0.478395256415479	0.994	0.884	1.21033782452877e-41	DCN	AER
ID3	3.74297486551907e-46	0.55493225879761	0.866	0.314	3.70891379424285e-41	ID3	AER
TREX2.3	4.70507243224757e-46	0.253460491624819	0.452	0.072	4.66225627311412e-41	TREX2.3	AER
BMP7	7.49488234675771e-46	0.30804807085923	0.631	0.133	7.42667891740221e-41	BMP7	AER
TNFRSF12A	1.8749856624074e-45	0.432540524777293	0.796	0.225	1.85792329287949e-40	TNFRSF12A	AER
MIF.1	1.05754089877641e-44	-0.829555972541171	0.006	0.657	1.04791727659755e-39	MIF.1	AEC
DMD.3	1.26607874840419e-44	0.431210927333042	0.752	0.206	1.25455743179371e-39	DMD.3	AER
DUSP23	1.35336561888431e-44	0.264746774530067	0.516	0.095	1.34104999175246e-39	DUSP23	AER
UBC	2.2857252246754e-44	-0.811706897982087	0.191	0.722	2.26492512513085e-39	UBC	AEC
RHOA.1	2.55631421963541e-44	-0.785026770818151	0.057	0.673	2.53305176023673e-39	RHOA.1	AEC
CALM2	2.56708683343884e-44	-0.305718161471092	0.987	0.98	2.54372634325455e-39	CALM2	AEC
MMP3.1	3.8535863197558e-44	0.298660107506124	0.529	0.101	3.81851868424602e-39	MMP3.1	AER
LOC115091190	5.76856476127562e-44	-0.769490021195512	0.006	0.65	5.71607082194801e-39	LOC115091190	AEC
SP6	1.54463313448203e-43	0.28846193567306	0.599	0.126	1.53057697295824e-38	SP6	AER
RSL24D1	1.90928453357397e-43	0.315546719103116	1	0.929	1.89191004431845e-38	RSL24D1	AER
LOC106574600	2.79911215602501e-43	0.294998894140434	0.446	0.075	2.77364023540518e-38	LOC106574600	AER
GUK1	3.2322173370428e-43	-0.774560392596581	0	0.64	3.20280415927571e-38	GUK1	AEC
AMEX60DDU001024326.1	3.75553261505556e-43	-0.77859301832933	0	0.64	3.72135726825855e-38	AMEX60DDU001024326.1	AEC
LOC114595149.93	4.19337221069886e-43	0.328760610727156	0.669	0.158	4.1552125235815e-38	LOC114595149.93	AER
IGFBP2	4.37637777904519e-43	0.588510028446864	0.936	0.536	4.33655274125588e-38	IGFBP2	AER
DLX3	4.898500568038e-43	0.571700776364937	0.904	0.388	4.85392421286886e-38	DLX3	AER
CCT8.2	5.0677411893561e-43	-0.775412882619547	0	0.639	5.02162474453296e-38	CCT8.2	AEC
ARF4.1	1.67010610785965e-42	-0.752773717432079	0	0.634	1.65490814227813e-37	ARF4.1	AEC
AMEX60DD201014539.1	1.93726456040741e-42	-0.797709884374922	0	0.633	1.91963545290771e-37	AMEX60DD201014539.1	AEC
OSIL	2.65109798219261e-42	0.572231522003795	0.803	0.284	2.62697299055466e-37	OSIL	AER
CCND2	4.72741171566943e-42	0.280559131379212	0.65	0.144	4.68439226905684e-37	CCND2	AER
RPL35A	4.94727757803018e-42	0.255091372635223	1	0.985	4.9022573520701e-37	RPL35A	AER
SOX13	6.44168603981931e-42	0.346685858763671	0.994	0.909	6.38306669685695e-37	SOX13	AER
FTH1	1.7449460133561e-41	0.392751593790113	1	0.856	1.72906700463456e-36	FTH1	AER
ARPC3	2.51874283734672e-41	0.412795969994402	0.834	0.266	2.49582227752687e-36	ARPC3	AER
CAPN1.2	4.41320882811816e-41	0.484713107400011	0.879	0.322	4.37304862778229e-36	CAPN1.2	AER
AMEX60DD301007152.2	7.7998900421909e-41	0.395978275874492	0.758	0.217	7.72891104280696e-36	AMEX60DD301007152.2	AER
SRSF3.1	9.09440225751986e-41	-0.581746623974025	0.669	0.833	9.01164319697643e-36	SRSF3.1	AEC
LOC115481879.4	9.56604081794655e-41	0.502613518174154	1	0.909	9.47898984650324e-36	LOC115481879.4	AER
